latitude,longitude,cluster_id,price_spread
37.99302,23.72897,16,-7.700000000000003
37.9821,23.71466,18,7.050000000000011
37.97747,23.72531,21,3.5500000000000114
37.98589,23.76147,0,30.5
37.963421,23.719889,19,-5.0
38.00692,23.71933,-1,3.200000000000003
37.97508,23.7321,21,8.0
37.9821,23.71466,18,3.3499999999999943
37.98603,23.73143,13,0.29999999999999716
38.00242,23.73074,6,-11.0
37.98581,23.73099,13,-8.75
37.95421,23.72644,-1,2.1500000000000057
37.97797,23.72563,21,-0.8499999999999943
37.97367,23.71126,5,1.0999999999999943
37.98249,23.72111,20,-3.6000000000000014
37.99032,23.75703,-1,0.19999999999998863
37.96697,23.73009,19,-9.200000000000003
37.98787,23.76023,0,-4.5
37.99093,23.73845,-1,-0.45000000000000284
37.98777,23.73541,7,-6.0
37.96645,23.75052,3,1.6999999999999886
37.9864,23.72479,11,-16.0
37.9694,23.71141,4,0.75
37.98494,23.70555,-1,16.5
37.97991,23.73904,12,-10.349999999999994
37.9822,23.73975,12,-27.30000000000001
37.99673,23.74228,-1,-6.900000000000006
37.98171,23.73897,12,39.60000000000002
37.98136,23.73917,12,25.049999999999997
37.98006057739258,23.72355842590332,21,-19.44999999999999
37.99309,23.73046,16,2.9000000000000057
37.97721,23.73638,-1,11.0
37.964361,23.721889,19,-7.199999999999989
37.96215,23.73208,-1,-3.1000000000000014
37.9921,23.7218,-1,-29.94999999999999
37.96424,23.72989,19,-7.099999999999994
37.98123,23.73162,-1,7.049999999999997
37.96784,23.74589,3,-16.150000000000006
37.984928,23.72398,20,-54.55000000000001
37.97969,23.73117,-1,-0.5500000000000114
37.96171,23.72482,19,-8.599999999999994
38.02096,23.73755,-1,9.199999999999989
38.01202,23.73235,2,-2.0
37.9644,23.7208,19,7.400000000000006
37.96629,23.72666,19,3.8000000000000114
37.97656,23.72992,21,0.15000000000000568
37.99844,23.74347,-1,-0.7000000000000028
37.98329,23.72837,-1,19.0
37.98904,23.76794,0,-4.0
37.96747,23.75355,3,12.25
37.97466,23.72809,21,-1.25
37.96676,23.72855,19,6.400000000000006
37.96124,23.72511,19,-16.44999999999999
37.9681,23.70901,4,1.6500000000000057
37.96632,23.73108,19,-5.349999999999994
37.98118,23.73686,12,-19.75
37.9635,23.72947,19,-6.549999999999997
37.98093,23.74924,-1,-17.149999999999977
37.9917,23.75778,-1,-3.5
37.97983,23.75434,1,-29.5
37.98579,23.72082,11,-7.099999999999994
37.96739,23.72498,19,3.1999999999999886
37.97713851928711,23.74039077758789,12,6.5
37.97429,23.71573,5,-7.650000000000006
37.96279,23.73306,-1,-4.549999999999997
37.96926,23.72525,19,20.649999999999977
37.97094,23.74425,3,-17.349999999999994
37.97971,23.74316,10,-50.900000000000006
37.9672,23.72898,19,-1.1999999999999886
37.96745,23.7442,3,23.5
37.97967,23.72984,21,2.9499999999999886
37.9794,23.72975,21,8.100000000000023
37.96414,23.72502,19,3.6500000000000057
37.97745,23.72908,21,-2.6999999999999886
37.99197,23.75422,-1,-2.799999999999997
37.96868,23.7266,19,7.949999999999989
37.97053,23.74349,3,-2.299999999999997
37.99532,23.74803,-1,-2.75
37.99607,23.73184,17,-52.400000000000006
37.98371887207031,23.71880531311035,18,-7.900000000000006
37.99111,23.71241,-1,11.150000000000006
37.98121,23.72504,21,6.449999999999989
37.97231,23.73249,19,8.049999999999997
38.00121,23.7311,-1,-6.049999999999997
37.97722,23.7211,21,-2.8999999999999986
37.97885,23.72154,21,2.9000000000000057
37.97824,23.72599,21,-0.5999999999999943
37.99897,23.725,-1,5.549999999999997
37.964359,23.723793,19,6.599999999999994
37.97629,23.72302,21,30.100000000000023
37.96984,23.74168,3,14.849999999999994
37.9887,23.72849,14,-3.299999999999997
37.996341705322266,23.749879837036133,-1,-11.0
37.98099,23.73941,12,45.80000000000001
37.97789,23.72129,21,-2.1499999999999986
37.96661,23.73541,9,5.900000000000006
37.96491,23.73342,9,-10.849999999999994
37.99223,23.72889,16,-9.900000000000006
38.00519,23.73665,6,1.9500000000000028
37.98687,23.72034,11,0.6500000000000057
37.977291,23.725708,21,1.0999999999999943
37.96252,23.72439,19,-13.349999999999994
37.97466,23.73043,21,4.899999999999977
37.982933,23.73596,12,-4.949999999999989
37.977795,23.728117,21,-2.25
37.98732,23.76129,0,-12.75
37.97677612304688,23.73008155822754,21,5.75
37.96403,23.7383,-1,3.0999999999999943
37.977898,23.728519,21,-1.0499999999999972
37.95695,23.72526,15,-9.599999999999994
37.983765,23.715429,18,6.849999999999994
37.9887,23.72642,14,-2.1000000000000014
37.991928,23.772047,-1,-4.150000000000006
37.97551,23.73206,21,0.29999999999999716
37.98611,23.73667,-1,-2.1500000000000057
37.97093,23.73209,19,25.5
38.00169,23.73465,6,-7.25
37.97644,23.7406,12,13.649999999999977
37.95795,23.73247,-1,-9.449999999999989
37.99273,23.71601,-1,-3.549999999999997
37.99368,23.72242,-1,-0.6499999999999986
37.95495,23.72035,-1,-4.800000000000011
37.99217,23.75769,-1,28.19999999999999
37.977524,23.729153,21,-0.25
37.977871,23.726896,21,-0.29999999999999716
37.96858,23.73029,19,-4.150000000000006
37.977871,23.726896,21,-0.20000000000000284
37.97215,23.73104,19,5.099999999999994
37.99133,23.72054,-1,-19.94999999999999
37.967049,23.73131,19,-2.8499999999999943
38.00198,23.735046,6,-2.5
37.96756,23.72458,19,6.25
37.977234,23.730198,21,9.900000000000006
37.971527099609375,23.73163414001465,19,4.549999999999997
37.97585,23.73147,21,2.8499999999999943
38.016297,23.726741,-1,2.3499999999999943
37.96815,23.72872,19,6.949999999999989
37.97822,23.72279,21,-11.799999999999997
37.95984,23.72373,-1,-7.700000000000003
37.96054,23.72516,19,-10.450000000000003
38.002644,23.736389,6,0.25
37.9798,23.73035,21,-5.5
37.98822,23.72083,11,-4.25
37.99445,23.75838,-1,-19.900000000000006
37.96629,23.72589,19,0.45000000000000284
37.955196,23.729719,-1,-14.449999999999989
37.9959,23.74076,-1,10.400000000000006
37.95992,23.72567,19,-24.849999999999994
37.96777,23.729748,19,-1.7999999999999972
37.957,23.72819,15,7.099999999999994
37.97897,23.74153,12,-24.0
37.996178,23.723846,-1,1.7999999999999972
37.968384,23.729532,19,4.349999999999994
37.99049,23.72222,11,3.5999999999999943
37.98855,23.72926,14,1.7000000000000028
37.96695,23.72402,19,72.64999999999998
37.96302,23.72502,19,-7.299999999999997
37.99602,23.72592,16,-1.0499999999999972
37.97728,23.72803,21,3.3000000000000114
37.971008797606544,23.72910987585783,19,-6.900000000000006
37.99057,23.72408,11,-1.75
37.96048,23.73469,-1,-11.650000000000006
37.99085,23.72363,11,0.8499999999999943
37.98735,23.7646,0,2.1999999999999886
37.97615,23.75158,1,-0.05000000000001137
37.97704,23.72467,21,-0.20000000000000284
38.00213,23.73585,6,-2.0999999999999943
37.95867,23.73001,-1,-3.6500000000000057
37.983322,23.723213,20,-16.599999999999994
37.9894,23.76402,0,-1.9000000000000057
37.98347,23.76071,0,-1.5
37.97883,23.7202,21,-2.450000000000003
37.97967,23.71949,21,8.050000000000011
37.97651,23.72987,21,0.5499999999999972
37.986717,23.766802,-1,-7.400000000000006
37.97922,23.71984,21,-10.5
37.97699,23.72844,21,1.2000000000000028
37.97268,23.74908,3,-6.0
37.96325,23.7222,19,0.5499999999999972
37.97739,23.723007,21,-20.75
37.9786,23.72096,21,-32.55000000000001
37.99368,23.73016,16,-12.100000000000023
37.99210739135742,23.729766845703125,16,-39.5
37.98296,23.72575,21,3.049999999999997
37.97506,23.7174,5,-6.549999999999997
37.996151,23.724003,-1,-0.45000000000000284
37.96575,23.73191,19,-13.75
37.975093841552734,23.716983795166016,5,-11.400000000000006
37.99452590942383,23.729225158691406,16,-14.600000000000023
37.95679,23.7283,15,-4.5
37.9804,23.72364,21,3.299999999999997
37.96462,23.73785,-1,0.4000000000000057
37.985065,23.72477,20,11.049999999999997
37.99026,23.76238,0,-6.75
37.979172,23.737612,12,2.1500000000000057
37.97506,23.72658,21,-2.5500000000000114
37.977207,23.721491,21,-2.0999999999999943
37.999428,23.719027,-1,-2.200000000000003
37.985889,23.761471,0,-4.150000000000006
37.98054,23.71871,-1,-2.9000000000000057
37.98069,23.72024,20,-16.849999999999994
37.97905,23.72038,21,11.400000000000006
37.95679,23.72604,15,-4.049999999999997
38.0065,23.71629,-1,8.0
37.99578,23.73036,17,1.6000000000000014
37.98752975463867,23.76302719116211,0,-2.6499999999999773
37.977085,23.723873,21,3.0999999999999943
37.98097,23.72221,-1,-25.350000000000023
37.97236122098314,23.712655202832025,5,-0.75
37.965466,23.725124,19,0.44999999999998863
37.9822883605957,23.716169357299805,18,5.150000000000006
37.967449927320224,23.74813608983209,3,32.64999999999998
37.97522,23.71568,5,-2.9000000000000057
37.97619,23.75478,1,6.650000000000006
37.9754,23.72595,21,-3.9499999999999886
37.97881,23.7294,21,0.25
37.98735809326172,23.73087882995605,13,2.1000000000000014
37.975956,23.727123,21,16.850000000000023
37.97323,23.73195,21,16.649999999999977
37.97217,23.71214,5,-5.950000000000003
38.00968,23.71838,-1,3.4000000000000057
37.96973,23.75059,3,-2.0500000000000114
37.99893,23.72501,-1,-0.7999999999999972
37.976589,23.727493,21,0.5500000000000114
37.983749,23.738482,8,-0.8499999999999943
38.00245,23.71883,-1,15.699999999999989
37.97406768798828,23.73255920410156,21,0.4000000000000057
38.00526,23.73472,6,-4.799999999999997
37.97643,23.73282,21,2.75
37.974442,23.728209,21,37.200000000000045
37.97393,23.73206,21,8.449999999999989
37.977802,23.728455,21,-0.5500000000000114
37.97996,23.71661,18,-2.9499999999999886
37.967899,23.730116,19,-0.5499999999999972
37.98882,23.72687,14,-3.549999999999997
37.98925,23.761475,0,1.75
37.9696,23.711,4,-1.8499999999999943
37.99254,23.72123,-1,-4.799999999999997
38.01363,23.73573,2,2.5999999999999943
38.00882,23.73162,-1,-7.0
37.97845,23.72949,21,-4.25
38.012169,23.733099,2,9.099999999999994
37.98216,23.71621,18,13.150000000000006
37.98349,23.71733,18,-8.850000000000001
37.987682,23.727884,14,-4.700000000000003
37.97751,23.72849,21,0.09999999999999432
37.97252,23.74383,3,-10.650000000000006
37.967419,23.729191,19,2.4000000000000057
37.964916,23.726458,19,-0.9000000000000057
37.964016,23.72887,19,-10.449999999999989
37.98015,23.71638,18,-1.0499999999999972
37.97703552246094,23.73078155517578,21,1.5
37.98001,23.72586,21,4.150000000000006
37.95436,23.7277,-1,4.0
37.97959,23.72394,21,7.650000000000006
37.9820662,23.7514044,-1,5.150000000000006
37.96249798248238,23.72473352698366,19,-24.25
37.99718,23.76888,-1,26.349999999999994
37.9612472,23.7241882,19,-56.69999999999999
38.01056,23.72705,2,-1.7999999999999972
38.0087,23.7333,-1,-6.700000000000003
37.9888,23.76559,0,-1.7999999999999972
37.97606,23.7316,21,0.09999999999999432
37.9639,23.72726,19,-14.400000000000006
37.96486,23.72395,19,-3.25
37.9785,23.755,1,2.5
37.96695,23.73016,19,-28.19999999999999
37.9671171,23.73078,19,-0.5
37.98514,23.74056,8,-4.699999999999989
38.00107,23.7241,-1,4.599999999999994
37.98527,23.71404,-1,-8.600000000000001
37.9890548,23.7296864,14,-7.0
37.96657,23.70414,-1,-10.150000000000006
37.98828,23.74394,-1,1.9000000000000057
37.96949,23.71221,4,-9.599999999999994
37.9774061,23.7222182,21,-28.400000000000006
37.997038380876056,23.731275685939096,17,-0.75
37.973438,23.726103,-1,-0.15000000000000568
37.96736355257045,23.735522598008725,9,-2.8999999999999773
37.97694,23.72372,21,1.6500000000000057
37.96031,23.74163,-1,5.900000000000006
37.99597,23.74321,-1,12.0
37.99466,23.72846,16,-3.8499999999999943
37.99635749999999,23.7723704,-1,-0.44999999999998863
37.99635749999999,23.7723704,-1,14.75
38.02857,23.74626,-1,-7.950000000000003
37.96403,23.72409,19,0.44999999999998863
37.98003,23.74117,-1,-13.900000000000006
37.9800009,23.7266176,21,-0.20000000000000284
37.96591,23.74932,3,-6.199999999999989
37.9773823,23.7538232,1,-3.9499999999999886
37.96362716391378,23.719876371324062,19,3.8499999999999943
37.98449,23.73247,12,8.799999999999997
37.9597426,23.7388548,-1,15.849999999999994
38.01223,23.73183,2,3.8499999999999943
37.96628,23.75474,3,1.9499999999999886
37.9872653,23.7235118,11,-1.0499999999999972
38.01876,23.73283,-1,10.300000000000011
37.97541,23.7309,21,-1.0999999999999943
37.96861091044364,23.711881277264563,4,-8.5
37.98676,23.73079,13,-21.5
37.99503,23.7267,16,-0.14999999999999858
37.96814,23.70298,-1,1.6999999999999886
37.9620657,23.7288031,19,-20.0
37.9847261,23.723903,20,-12.299999999999997
37.97608,23.73027,21,3.0
37.99548720000001,23.7309859,17,-13.5
37.9820693,23.7203064,20,-4.899999999999999
37.9820693,23.7203064,20,-9.600000000000001
37.964685,23.7297329,19,-5.700000000000003
37.9991779,23.7715042,-1,14.650000000000006
37.98442,23.74001,8,-6.75
37.96494,23.73021,19,-10.200000000000003
37.997950336749255,23.730205558240414,-1,-1.6499999999999986
37.98388,23.73908,8,-0.4000000000000057
37.9589213,23.7357402,-1,-21.400000000000006
37.96286,23.72923,19,-2.0
37.97976630569382,23.72360698878765,21,-26.19999999999999
37.9779002,23.7281366,21,5.949999999999989
37.98734,23.74885,-1,1.7999999999999972
37.98122212866341,23.713533439147927,-1,2.4499999999999886
37.98912,23.72214,11,0.10000000000000142
38.00321,23.73735,6,-3.049999999999997
37.98261,23.75217,-1,4.150000000000006
37.97771577011453,23.72329027976225,21,5.849999999999994
37.9656604160937,23.726858113491826,19,7.699999999999989
37.9641,23.71824,19,41.05000000000001
38.0151937,23.7376694,-1,4.049999999999997
37.96624,23.73189,19,-19.05000000000001
37.95516279350859,23.722908777002328,-1,-5.650000000000006
37.9633,23.72418,19,2.799999999999997
37.96253048883558,23.72965199497057,19,-3.6500000000000057
37.97805378972831,23.72930634766817,21,-5.350000000000023
38.0008066,23.7333531,6,-4.400000000000006
37.96842,23.70675,4,4.850000000000023
37.9931928,23.7482448,-1,2.200000000000003
38.0081,23.73107,-1,-12.150000000000006
37.96842,23.70675,4,0.6000000000000227
37.9740667,23.7325603,21,0.09999999999999432
37.9800567,23.7235141,21,-31.69999999999999
37.97666,23.71231,-1,-12.599999999999994
37.9660716,23.7271401,19,18.80000000000001
37.9632403,23.7218286,19,6.099999999999994
37.98608677438802,23.718777036471018,11,-0.5500000000000007
38.01208356907439,23.734944885930783,2,4.349999999999994
37.9761927,23.7148673,5,-5.800000000000011
37.967667,23.7089675,4,-0.4000000000000057
37.96818,23.72475,19,-12.550000000000011
37.96694,23.70494,-1,1.4000000000000057
38.00898,23.73364,-1,0.9500000000000028
37.9771705,23.729062,21,1.9000000000000057
37.9764649,23.7520625,1,3.0
38.00082,23.74711,-1,-2.5999999999999943
37.9967109,23.7337189,17,-6.299999999999997
37.98806,23.74998,-1,4.949999999999989
37.9786418,23.7261174,21,-1.3499999999999943
37.9993,23.73071,-1,-0.25
37.98582,23.73463,-1,-4.849999999999994
37.98017,23.72392,21,-4.700000000000003
37.97411744454468,23.73260321534423,21,1.0
37.96831,23.72416,19,4.799999999999997
37.9792165,23.7455953,10,3.4000000000000057
37.977995986053365,23.71052167116396,-1,-11.75
37.99917,23.71399,-1,-3.299999999999997
37.9650988,23.7190573,19,13.599999999999994
37.96911,23.74252,3,10.049999999999997
