,property_type,room_type,accommodates,bathrooms,bedrooms,beds,latitude,longitude,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,review_scores_rating,number_of_reviews,minimum_nights,maximum_nights,instant_bookable,cluster_id,is_luxury,is_bathroom_shared,amenity_count,description_sentiment,neighborhood_overview_sentiment,listing_views_ltm,conversion_rate_ltm,average_lead_time,average_booking_duration,is_training_sample,price
712,rental_unit,Entire home/apt,5,1.0,2.0,2.0,37.9658507,23.7318747,within an hour,1.0,1.0,0,1,4.88,8,3,365,1,19,0,0,24,0.37592407592407595,0.1878125,97,0.0,,,1,155.0
713,rental_unit,Entire home/apt,8,1.5,4.0,5.0,37.98684,23.72754,within an hour,1.0,1.0,0,1,4.65,23,3,365,0,14,0,0,38,0.13333333333333333,,86,0.12790697674418605,59.18181818181818,5.7272727272727275,1,175.0
714,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.98891951575871,23.748257964723678,,,,0,1,5.0,1,2,8,0,-1,0,0,38,0.371875,0.0,79,0.0,,,1,95.0
715,rental_unit,Entire home/apt,3,1.0,1.0,3.0,37.9918781,23.7494037,within an hour,1.0,1.0,0,1,3.57,7,2,345,1,-1,0,0,18,0.3895021645021645,0.1996031746031746,90,0.022222222222222223,51.5,6.5,1,95.0
716,rental_unit,Entire home/apt,4,1.0,1.0,2.0,37.9777279,23.7406866,within an hour,0.88,0.85,0,1,,0,2,365,0,12,0,0,33,0.5636363636363636,0.4375,94,0.0,,,1,305.0
717,rental_unit,Entire home/apt,3,1.0,1.0,2.0,37.98746371640302,23.74433188722353,within an hour,1.0,0.95,1,1,5.0,27,3,365,0,-1,0,0,42,0.45,,80,0.1,70.875,6.625,1,130.0
718,rental_unit,Entire home/apt,5,2.0,3.0,3.0,37.9748302833379,23.74235944788512,within an hour,1.0,1.0,1,1,4.86,51,3,365,1,-1,0,0,41,0.1875,0.23166666666666663,89,0.16853932584269662,58.733333333333334,8.333333333333334,1,150.0
719,rental_unit,Entire home/apt,4,1.0,2.0,2.0,37.97060394490397,23.74352723676044,within an hour,1.0,1.0,1,1,4.97,119,2,365,1,3,0,0,44,0.35933333333333334,0.125,138,0.3115942028985507,68.32558139534883,8.046511627906977,1,185.0
720,rental_unit,Entire home/apt,3,1.0,1.0,2.0,37.9895489,23.7579817,within an hour,1.0,1.0,0,1,4.18,11,1,365,1,-1,0,0,6,0.09166666666666667,,77,0.05194805194805195,89.5,5.0,1,105.0
721,condo,Entire home/apt,3,1.0,1.0,1.0,37.9900498,23.7225587,within an hour,1.0,1.0,1,1,4.92,53,1,45,1,11,0,0,39,0.1793650793650794,0.12447916666666667,100,0.17,64.47058823529412,6.647058823529412,1,80.0
722,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.9963939,23.7306441,within an hour,1.0,0.5,0,1,5.0,1,3,28,0,17,0,0,7,0.1284090909090909,,90,0.0,,,1,50.0
723,hotel,Private room,4,1.0,1.0,2.0,37.97903609999999,23.7274307,within a day,1.0,0.0,0,1,,0,1,365,1,21,0,0,7,0.2111111111111111,,84,0.0,,,1,205.0
724,rental_unit,Entire home/apt,2,1.0,1.0,1.0,38.0042896,23.7268844,within an hour,1.0,0.95,0,1,4.87,30,2,90,0,6,0,0,37,0.45,0.3486979166666667,94,0.13829787234042554,67.61538461538461,6.6923076923076925,1,50.0
725,rental_unit,Private room,3,3.5,1.0,2.0,37.97116,23.7437,within an hour,1.0,1.0,0,1,4.86,14,1,15,0,3,0,1,57,0.22972027972027972,0.058766233766233765,69,0.043478260869565216,58.0,9.0,1,135.0
726,rental_unit,Entire home/apt,4,1.0,2.0,2.0,37.9930986,23.7603637,within an hour,1.0,1.0,0,1,4.67,61,1,1125,1,-1,0,0,38,0.2625,0.26335227272727274,105,0.1523809523809524,56.375,7.4375,1,155.0
727,rental_unit,Private room,1,1.0,,,38.0060908,23.7378553,within an hour,1.0,0.89,0,1,4.36,11,3,180,0,6,0,1,25,-0.014285714285714287,,68,0.0,,,1,25.0
728,rental_unit,Entire home/apt,2,1.0,1.0,1.0,38.00741024308935,23.74025747179985,within an hour,1.0,1.0,0,1,4.53,17,2,60,0,-1,0,0,19,0.18571428571428572,,91,0.07692307692307693,55.714285714285715,6.0,1,60.0
729,rental_unit,Entire home/apt,4,1.0,2.0,2.0,37.9646655,23.7235467,within an hour,1.0,0.98,1,1,4.84,99,2,365,0,19,0,0,37,0.2527777777777778,0.15714285714285717,119,0.3025210084033613,66.63888888888889,8.055555555555555,1,185.0
730,rental_unit,Entire home/apt,6,1.0,2.0,,37.9900315,23.7414522,within a few hours,1.0,,0,1,4.88,8,2,95,1,-1,0,0,39,0.0,0.3333333333333333,83,0.0,,,1,250.0
731,rental_unit,Entire home/apt,4,1.0,1.0,1.0,37.989842688843446,23.728438339488605,within an hour,1.0,0.99,0,1,4.22,23,1,1125,1,14,0,0,38,0.03174603174603173,,87,0.011494252873563218,12.0,13.0,1,80.0
732,rental_unit,Entire home/apt,3,1.0,1.0,2.0,38.00576418523897,23.736879122039177,within an hour,1.0,0.99,0,1,4.47,15,1,365,1,6,0,0,26,0.24,,86,0.03488372093023256,55.333333333333336,5.666666666666667,1,80.0
733,rental_unit,Entire home/apt,5,1.0,2.0,,37.96800700604406,23.72625097632408,within an hour,1.0,1.0,1,1,4.98,171,2,1125,0,19,0,0,56,0.20075757575757572,0.175,130,0.3230769230769231,65.78571428571429,6.333333333333333,1,210.0
734,rental_unit,Entire home/apt,5,1.0,2.0,4.0,37.99678660000001,23.7335333,within an hour,1.0,0.7,0,1,3.75,4,2,365,1,17,0,0,18,0.21111111111111114,0.22666666666666666,80,0.0,,,1,125.0
735,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.9770712,23.7272337,within an hour,1.0,1.0,1,1,4.74,43,2,365,1,21,0,0,44,0.2466810966810967,0.3125,96,0.14583333333333334,84.28571428571429,7.071428571428571,1,120.0
736,rental_unit,Entire home/apt,4,2.5,2.0,2.0,37.9881973,23.7370106,,,,0,1,4.5,2,3,365,0,7,0,0,10,0.3952380952380953,,87,0.0,,,1,135.0
737,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.99125,23.76297,within an hour,1.0,0.95,1,1,4.8,71,2,365,0,0,0,0,32,0.3466666666666667,,102,0.20588235294117646,49.76190476190476,7.904761904761905,1,80.0
738,rental_unit,Entire home/apt,5,1.0,2.0,4.0,38.00005567939025,23.72485510406373,within an hour,0.98,0.98,0,1,5.0,3,1,365,1,-1,0,0,8,0.30624999999999997,,91,0.01098901098901099,9.0,10.0,1,155.0
739,condo,Entire home/apt,6,1.0,2.0,4.0,38.00612468669587,23.738051266270464,within an hour,1.0,1.0,0,1,4.93,27,3,730,1,6,0,0,45,0.5833333333333333,0.3010912698412699,100,0.09,51.111111111111114,6.444444444444445,1,180.0
740,rental_unit,Entire home/apt,7,1.5,4.0,4.0,38.01062,23.72559,within an hour,1.0,0.7,0,1,4.67,3,2,365,0,2,0,0,6,0.4,,86,0.0,,,1,195.0
741,rental_unit,Entire home/apt,4,1.0,2.0,3.0,37.96427373817028,23.72819649477801,within an hour,1.0,0.98,1,1,4.82,67,1,365,1,19,0,0,49,-0.025,0.2720779220779221,95,0.12631578947368421,57.25,5.916666666666667,1,115.0
742,rental_unit,Entire home/apt,4,1.0,2.0,2.0,38.01407672973597,23.733123980405345,within an hour,1.0,1.0,,1,4.64,56,2,90,1,2,0,0,36,0.01948051948051948,,117,0.1623931623931624,37.94736842105263,6.421052631578948,1,140.0
743,condo,Entire home/apt,5,1.0,2.0,3.0,37.96702,23.73155,,,,0,1,4.82,45,2,60,1,19,0,0,31,0.5166666666666667,0.4066666666666666,95,0.14736842105263157,46.285714285714285,6.142857142857143,1,205.0
744,rental_unit,Entire home/apt,6,2.0,2.0,3.0,37.9560335,23.7272796,within an hour,0.89,0.99,0,1,4.86,7,1,30,1,15,0,0,42,0.04047619047619048,,85,0.03529411764705882,114.33333333333333,4.666666666666667,1,215.0
745,rental_unit,Entire home/apt,5,1.0,1.0,3.0,37.9849061,23.7335535,within an hour,0.99,1.0,0,1,4.89,19,1,365,1,12,0,0,45,0.24211309523809524,0.2412164502164502,89,0.16853932584269662,96.6,6.8,1,165.0
746,rental_unit,Entire home/apt,4,1.0,1.0,2.0,38.00082618151552,23.718909679762262,,,1.0,0,1,,0,3,365,0,-1,0,0,21,0.35948051948051946,0.30892857142857144,82,0.0,,,1,100.0
747,rental_unit,Entire home/apt,4,1.0,2.0,2.0,37.9847261,23.723903,,,1.0,1,1,5.0,12,4,365,1,20,0,0,34,0.125,,79,0.0,,,1,75.0
748,rental_unit,Entire home/apt,3,1.0,0.0,1.0,37.96505,23.73819,,,,0,1,,0,2,365,1,-1,0,0,14,0.5366883116883117,,76,0.0,,,1,170.0
749,condo,Entire home/apt,5,2.0,2.0,2.0,37.9690704,23.7494148,within an hour,1.0,1.0,0,1,5.0,7,3,365,1,3,0,0,47,0.06071428571428572,0.0595959595959596,80,0.05,67.25,6.0,1,230.0
750,rental_unit,Entire home/apt,3,1.0,1.0,2.0,37.9580502183021,23.739531754762822,within an hour,1.0,1.0,0,1,4.5,2,1,365,1,-1,0,0,30,0.32,,94,0.0,,,1,185.0
751,rental_unit,Entire home/apt,4,1.5,2.0,3.0,37.9627572,23.726189,within an hour,1.0,0.99,1,1,4.77,22,2,365,1,19,0,0,52,0.3189393939393939,0.25017006802721087,91,0.07692307692307693,57.857142857142854,7.0,1,115.0
752,hotel,Private room,2,1.0,1.0,1.0,37.9775557,23.7266288,within an hour,1.0,1.0,1,1,5.0,1,1,365,1,21,1,0,37,0.16666666666666666,0.47804232804232805,93,0.0,,,1,120.0
753,rental_unit,Entire home/apt,4,1.0,1.0,1.0,37.98273,23.72116,within an hour,1.0,0.97,1,1,5.0,3,7,365,0,20,0,0,38,0.3048863636363636,,80,0.0,,,1,100.0
754,rental_unit,Entire home/apt,5,1.5,2.0,3.0,37.98605149999999,23.740987,within an hour,1.0,0.99,0,1,4.8,5,2,90,1,8,0,0,36,0.4666666666666666,0.16666666666666666,78,0.0,,,1,185.0
755,rental_unit,Entire home/apt,4,2.0,2.0,2.0,37.99477644776448,23.733150617048544,within an hour,1.0,0.97,1,1,5.0,26,3,60,1,-1,0,0,63,0.23055555555555557,0.19444444444444442,83,0.12048192771084337,44.6,6.1,1,175.0
756,condo,Entire home/apt,4,1.0,2.0,3.0,37.989802380796654,23.72920813131292,,,,0,1,5.0,17,2,45,0,14,0,0,45,0.4335000000000001,0.13746969696969696,80,0.0,,,1,105.0
757,rental_unit,Entire home/apt,3,1.0,1.0,2.0,37.98191,23.72016,within an hour,1.0,1.0,0,1,4.86,99,2,20,1,20,0,0,38,0.35857142857142854,0.25,85,0.25882352941176473,67.0,7.181818181818182,1,70.0
758,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.96463954917936,23.72295822948217,within an hour,1.0,1.0,0,1,4.54,13,5,365,1,19,0,0,15,0.24666666666666665,,90,0.011111111111111112,22.0,2.0,1,95.0
759,rental_unit,Entire home/apt,5,1.0,2.0,3.0,37.99605,23.72044,within an hour,1.0,0.89,1,1,4.76,33,1,20,0,-1,0,0,18,0.275,,84,0.07142857142857142,84.83333333333333,8.5,1,100.0
760,condo,Entire home/apt,4,1.0,1.0,1.0,37.9764,23.7114,within an hour,1.0,1.0,0,1,5.0,6,4,90,1,-1,0,0,38,0.33328282828282835,0.30833333333333335,89,0.02247191011235955,186.5,9.0,1,150.0
761,rental_unit,Entire home/apt,3,1.0,1.0,1.0,37.96000386424393,23.743009753525257,within an hour,1.0,1.0,0,1,,0,1,60,1,-1,0,0,2,0.425,,76,0.0,,,1,190.0
762,condo,Entire home/apt,4,1.0,1.0,2.0,37.969838658545605,23.744626021642897,within an hour,1.0,1.0,1,1,4.8,10,2,59,1,3,0,0,52,0.2767857142857143,0.35178872053872057,95,0.031578947368421054,43.666666666666664,9.0,1,185.0
763,condo,Entire home/apt,3,1.0,1.0,2.0,37.9795749,23.7570074,within an hour,1.0,1.0,,1,4.95,19,2,30,0,1,0,0,43,0.3075757575757576,0.281002331002331,87,0.10344827586206896,89.77777777777777,7.666666666666667,1,120.0
764,rental_unit,Entire home/apt,4,1.0,1.0,1.0,37.99753,23.73778,within an hour,1.0,1.0,0,1,4.96,26,2,60,1,-1,0,0,28,0.09829545454545455,,104,0.0673076923076923,57.0,7.857142857142857,1,115.0
765,rental_unit,Entire home/apt,7,2.0,3.0,6.0,37.96957945204259,23.724622655819687,within an hour,1.0,1.0,0,1,4.98,41,3,365,1,19,0,0,35,0.5229591836734694,,97,0.17525773195876287,50.411764705882355,7.764705882352941,1,315.0
766,rental_unit,Entire home/apt,3,1.0,1.0,1.0,37.9788189,23.7381913,within an hour,1.0,0.71,0,1,4.97,60,2,60,0,12,0,0,26,0.17857142857142855,0.312,112,0.1875,69.14285714285714,5.095238095238095,1,220.0
767,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.99595931034768,23.717660302178736,within an hour,1.0,1.0,1,1,4.87,52,2,20,1,-1,0,0,25,0.25,0.18316326530612242,113,0.1504424778761062,72.17647058823529,6.411764705882353,1,50.0
768,rental_unit,Entire home/apt,6,1.0,2.0,4.0,37.96669744628267,23.72407198685631,within a few hours,1.0,0.95,,1,4.33,6,2,29,1,19,0,0,31,0.08642857142857144,,81,0.012345679012345678,106.0,10.0,1,250.0
769,rental_unit,Entire home/apt,4,2.0,2.0,2.0,37.991595,23.7624,within an hour,1.0,1.0,0,1,5.0,7,4,1125,1,0,0,0,44,0.3458333333333334,,78,0.02564102564102564,66.5,2.0,1,165.0
770,condo,Entire home/apt,4,1.0,1.0,3.0,37.96006,23.73118,within an hour,1.0,1.0,1,1,4.73,45,1,59,1,-1,0,0,35,0.29250000000000004,,94,0.19148936170212766,48.05555555555556,5.833333333333333,1,125.0
771,condo,Entire home/apt,2,1.0,1.0,1.0,37.9890088,23.7368492,within an hour,1.0,1.0,1,1,4.94,97,1,365,1,7,0,0,32,0.1625,,105,0.1523809523809524,86.5625,8.3125,1,70.0
772,condo,Entire home/apt,2,1.0,1.0,1.0,37.9756262,23.7306121,within an hour,1.0,1.0,1,1,4.97,172,1,1125,1,21,0,0,44,0.27777777777777785,0.22708333333333336,143,0.36363636363636365,66.75,7.019230769230769,1,120.0
773,home,Entire home/apt,4,1.5,2.0,3.0,37.98498910375948,23.71748675923889,within an hour,1.0,1.0,0,1,4.68,25,2,365,1,18,0,0,46,0.3495238095238095,,102,0.17647058823529413,98.5,6.333333333333333,1,105.0
774,rental_unit,Entire home/apt,3,1.0,1.0,2.0,37.9797077,23.7447585,within an hour,1.0,0.99,0,1,5.0,21,2,365,1,10,0,0,51,0.33676470588235297,0.2777777777777778,92,0.09782608695652174,80.88888888888889,5.555555555555555,1,135.0
775,rental_unit,Entire home/apt,3,1.0,1.0,2.0,37.9970573,23.7364968,within an hour,1.0,1.0,1,1,4.93,27,3,31,0,-1,0,0,46,0.29520202020202024,0.42035353535353537,80,0.075,66.0,6.666666666666667,1,80.0
776,rental_unit,Entire home/apt,8,3.0,3.0,4.0,37.9786914,23.7288171,within an hour,1.0,1.0,1,1,4.81,90,2,365,1,21,0,0,28,0.3081349206349206,0.09579468150896722,118,0.211864406779661,66.04,5.68,1,430.0
777,rental_unit,Entire home/apt,2,1.0,1.0,1.0,38.0102975,23.7281164,within an hour,1.0,0.98,1,1,4.72,39,3,7,1,2,0,0,42,0.3373376623376623,0.104004329004329,90,0.13333333333333333,52.666666666666664,7.833333333333333,1,55.0
778,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.96706861688591,23.725390210155528,within an hour,1.0,0.99,0,1,4.83,6,1,365,1,19,0,0,41,0.26666666666666666,,82,0.0,,,1,90.0
779,rental_unit,Entire home/apt,6,1.5,2.0,4.0,37.9874519,23.7205457,within an hour,0.8,1.0,0,1,3.78,9,1,365,1,11,0,0,39,-0.05,0.29708931419457735,86,0.06976744186046512,75.33333333333333,7.166666666666667,1,85.0
780,condo,Entire home/apt,2,1.0,1.0,1.0,37.98250283874725,23.762031862565618,,,,0,1,5.0,3,2,1125,0,0,0,0,47,0.28111111111111114,0.17333333333333334,82,0.0,,,1,80.0
781,rental_unit,Entire home/apt,5,1.0,1.0,2.0,37.9958289,23.7294696,within an hour,1.0,0.99,1,1,,0,1,365,1,17,0,0,40,0.2714285714285714,0.1586363636363636,96,0.0,,,1,135.0
782,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.9652625,23.725361,within an hour,1.0,1.0,1,1,5.0,11,4,365,1,19,0,0,47,0.30264550264550266,,91,0.04395604395604396,102.0,2.75,1,90.0
783,rental_unit,Entire home/apt,3,1.0,1.0,2.0,37.9794557,23.7353162,within an hour,1.0,1.0,1,1,4.96,23,3,60,0,12,0,0,32,0.225,,84,0.10714285714285714,45.77777777777778,5.777777777777778,1,195.0
784,rental_unit,Entire home/apt,4,2.0,2.0,,37.96836255479251,23.729495449073784,within an hour,1.0,1.0,,1,5.0,2,2,1125,1,19,0,0,65,0.4166666666666667,,82,0.0,,,1,165.0
785,rental_unit,Entire home/apt,4,1.0,1.0,3.0,37.9857834,23.7296504,within an hour,1.0,1.0,0,1,4.75,88,2,60,1,13,0,0,25,-0.025,0.5,120,0.275,47.93939393939394,7.151515151515151,1,240.0
786,rental_unit,Entire home/apt,3,1.0,1.0,0.0,37.97618758511489,23.71667231917052,within an hour,1.0,1.0,1,1,4.83,72,1,1125,1,5,0,0,35,0.4333333333333333,0.38181818181818183,92,0.18478260869565216,85.88235294117646,7.117647058823529,1,100.0
787,rental_unit,Entire home/apt,2,1.0,1.0,1.0,38.01863,23.74236,within an hour,1.0,1.0,0,1,4.82,57,2,365,1,-1,0,0,22,0.375,,102,0.18627450980392157,64.3157894736842,7.157894736842105,1,85.0
788,condo,Entire home/apt,4,1.0,1.0,2.0,37.97926,23.7262,within an hour,1.0,0.99,1,1,4.67,3,2,365,1,21,0,0,54,0.20928030303030298,,79,0.0,,,1,215.0
789,rental_unit,Entire home/apt,6,1.0,2.0,3.0,37.9969768,23.731423,within an hour,1.0,1.0,1,1,4.74,58,2,60,1,17,0,0,20,0.45,,108,0.24074074074074073,70.96153846153847,7.423076923076923,1,155.0
790,hotel,Private room,2,1.5,1.0,,37.9743147,23.7166672,within an hour,1.0,1.0,,1,,0,1,365,1,5,0,0,38,0.380952380952381,0.09999999999999999,75,0.0,,,1,70.0
791,hotel,Private room,3,1.5,1.0,2.0,37.9743147,23.7166672,within an hour,1.0,1.0,,1,5.0,1,1,365,1,5,0,0,38,0.380952380952381,0.09999999999999999,83,0.012048192771084338,3.0,4.0,1,95.0
792,rental_unit,Entire home/apt,4,1.0,2.0,3.0,38.0007262,23.7220885,within an hour,1.0,1.0,0,1,4.88,24,2,365,1,-1,0,0,31,,0.0,80,0.1,78.25,8.375,1,125.0
793,rental_unit,Entire home/apt,4,1.0,2.0,2.0,37.9764951,23.7316029,within an hour,1.0,0.97,1,1,5.0,29,2,365,0,21,0,0,42,0.13489583333333333,0.19632352941176473,95,0.09473684210526316,45.0,6.666666666666667,1,250.0
794,condo,Shared room,1,1.0,1.0,2.0,37.9910695,23.728957,within an hour,1.0,0.88,1,1,5.0,15,3,90,0,16,0,1,54,0.1782828282828283,0.28097222222222223,87,0.022988505747126436,43.5,2.0,1,25.0
795,rental_unit,Entire home/apt,2,1.0,1.0,1.0,38.01204,23.72656,within an hour,1.0,1.0,0,1,4.68,38,2,365,1,2,0,0,13,0.17750000000000002,,103,0.18446601941747573,63.73684210526316,7.7894736842105265,1,55.0
796,rental_unit,Entire home/apt,4,1.0,1.0,2.0,37.9649585,23.7252049,within an hour,1.0,0.97,1,1,5.0,39,3,365,0,19,0,0,40,0.2625,0.17370766488413544,102,0.21568627450980393,56.45454545454545,7.090909090909091,1,185.0
797,condo,Entire home/apt,3,1.0,1.0,3.0,37.9899364,23.7364273,within an hour,1.0,0.98,1,1,4.91,74,3,365,0,7,0,0,46,0.4047619047619047,,102,0.2647058823529412,67.77777777777777,8.037037037037036,1,110.0
798,rental_unit,Entire home/apt,3,1.0,1.0,1.0,38.00598,23.74555,within a few hours,1.0,0.85,0,1,4.8,15,1,365,0,-1,0,0,29,0.3952380952380953,,90,0.022222222222222223,68.0,3.5,1,95.0
799,rental_unit,Entire home/apt,3,1.0,1.0,,38.0026438,23.7434878,within an hour,1.0,0.9,1,1,5.0,12,2,365,0,-1,0,0,30,0.3014583333333334,,97,0.05154639175257732,107.0,7.6,1,95.0
800,hotel,Private room,2,1.0,1.0,1.0,37.9788568,23.7296812,within an hour,0.84,0.99,0,1,,0,1,365,1,21,0,0,21,0.5333333333333333,0.10317460317460318,83,0.0,,,1,105.0
801,other,Entire home/apt,2,1.0,1.0,1.0,37.96405837943749,23.720057533751994,within an hour,1.0,1.0,1,1,4.94,79,3,30,0,19,1,0,52,0.2,0.22,129,0.2558139534883721,55.96969696969697,7.484848484848484,1,105.0
802,rental_unit,Private room,2,1.0,1.0,1.0,37.9899488,23.7495112,a few days or more,0.0,0.4,0,1,,0,3,365,0,-1,0,1,14,0.3,,84,0.0,,,1,80.0
803,rental_unit,Entire home/apt,4,1.0,2.0,2.0,37.970599,23.7085551,within an hour,0.93,0.99,0,1,4.67,9,1,1125,1,4,0,0,38,0.49448051948051946,0.13390151515151516,88,0.022727272727272728,35.5,5.0,1,180.0
804,rental_unit,Entire home/apt,6,1.0,2.0,3.0,37.9619377,23.7264038,within an hour,1.0,1.0,1,1,4.83,65,1,365,1,19,0,0,53,0.20808080808080806,0.1356060606060606,94,0.23404255319148937,72.72727272727273,7.318181818181818,1,170.0
805,condo,Entire home/apt,4,1.0,1.0,2.0,37.97520955069204,23.718123212456703,within an hour,1.0,1.0,1,1,4.93,89,1,10,1,5,0,0,11,0.26635551948051944,,110,0.2727272727272727,69.36666666666666,5.833333333333333,1,135.0
806,home,Private room,2,0.0,1.0,1.0,38.0045095552673,23.731039297581003,within an hour,1.0,0.7,0,1,1.0,2,1,365,0,6,0,1,6,0.0,,93,0.0,,,1,30.0
807,rental_unit,Entire home/apt,2,1.5,1.0,1.0,37.9583618,23.7227217,within an hour,1.0,1.0,1,1,4.94,17,2,1125,1,-1,0,0,29,0.21333333333333332,,103,0.05825242718446602,40.666666666666664,7.666666666666667,1,70.0
808,rental_unit,Entire home/apt,2,1.0,1.0,2.0,37.97462610000001,23.7481708,,,1.0,0,1,4.73,11,1,365,1,3,0,0,16,0.15833333333333333,0.4166666666666667,74,0.013513513513513514,3.0,1.0,1,90.0
809,rental_unit,Entire home/apt,3,1.0,1.0,2.0,37.98299,23.71995,within an hour,1.0,1.0,0,1,4.64,50,2,60,1,20,0,0,31,0.2503367003367003,0.2015151515151515,87,0.25287356321839083,46.86363636363637,6.7727272727272725,1,70.0
810,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.98272,23.72162,within an hour,1.0,1.0,0,1,4.72,36,2,60,1,20,0,0,32,0.2503367003367003,0.2015151515151515,101,0.19801980198019803,53.35,8.05,1,40.0
811,home,Private room,2,0.0,1.0,1.0,37.99854903094211,23.726457841694355,within an hour,1.0,0.7,0,1,4.25,4,1,365,1,-1,0,0,5,-0.03333333333333333,,89,0.011235955056179775,60.0,4.0,1,50.0
812,rental_unit,Entire home/apt,6,1.0,2.0,3.0,37.98455453138547,23.715825900435448,within an hour,1.0,1.0,1,1,4.97,65,1,365,0,-1,0,0,41,0.2333333333333333,0.004166666666666652,107,0.14953271028037382,64.5625,7.5625,1,280.0
813,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.9882619,23.7075686,within an hour,1.0,1.0,0,1,4.58,50,2,365,1,-1,0,0,33,0.061734693877551025,0.09579468150896722,109,0.1834862385321101,67.75,7.7,1,60.0
814,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.9882619,23.7075686,within an hour,1.0,1.0,0,1,4.67,36,2,365,1,-1,0,0,31,0.061734693877551025,0.09579468150896722,100,0.11,51.0,6.545454545454546,1,60.0
815,home,Private room,2,0.0,1.0,0.0,38.0063003,23.7285529,within an hour,1.0,0.7,0,1,4.0,1,1,365,1,-1,0,1,5,-0.03333333333333333,,81,0.0,,,1,60.0
816,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.9808778,23.7266147,within an hour,1.0,1.0,1,1,,0,1,365,1,21,0,0,22,0.3952380952380953,,76,0.0,,,1,105.0
817,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.9808778,23.7266147,within an hour,1.0,1.0,1,1,,0,1,365,1,21,0,0,24,0.125,,97,0.0,,,1,105.0
818,rental_unit,Entire home/apt,4,1.0,1.0,1.0,37.98862841653124,23.72969338175355,within a day,1.0,1.0,0,1,5.0,2,1,365,1,14,0,0,47,,0.3301121794871795,77,0.012987012987012988,62.0,14.0,1,135.0
819,rental_unit,Entire home/apt,4,1.0,1.0,1.0,37.952717,23.7237072,within an hour,1.0,1.0,1,1,5.0,18,2,1125,1,-1,0,0,52,0.5666666666666668,0.12999999999999998,95,0.042105263157894736,92.25,7.0,1,175.0
820,rental_unit,Entire home/apt,4,1.0,2.0,,38.00325,23.73802,within a day,0.94,0.98,0,1,5.0,1,1,1125,0,6,0,0,29,0.3370370370370371,,76,0.0,,,1,110.0
821,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.984291778150165,23.723632226719705,within a day,0.94,0.98,0,1,4.0,4,1,1125,0,20,0,0,25,0.4296296296296296,,85,0.023529411764705882,36.0,7.0,1,30.0
822,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.95933348167046,23.72410856187344,within an hour,1.0,0.95,1,1,5.0,1,3,31,0,-1,0,0,68,0.1777777777777778,0.07963286713286713,96,0.010416666666666666,111.0,8.0,1,65.0
823,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.9900099,23.7521497,within an hour,1.0,0.99,0,1,4.5,18,1,365,1,-1,0,0,31,0.25277777777777777,,84,0.0,,,1,80.0
824,rental_unit,Entire home/apt,4,1.0,2.0,3.0,37.966715943030565,23.727627995201207,within an hour,1.0,1.0,0,1,3.33,3,2,365,1,19,0,0,21,0.36111111111111116,,83,0.0,,,1,135.0
825,condo,Entire home/apt,4,2.0,1.0,2.0,37.9709978,23.7419329,,,1.0,0,1,5.0,1,3,30,0,3,0,0,51,0.25,0.24462585034013604,80,0.0,,,1,185.0
826,rental_unit,Entire home/apt,4,1.5,2.0,2.0,37.98248880116421,23.719015046954155,within an hour,1.0,1.0,0,1,5.0,3,1,1125,1,20,0,0,31,0.3347619047619047,0.4,93,0.010752688172043012,84.0,5.0,1,100.0
827,condo,Entire home/apt,4,1.0,2.0,2.0,37.961,23.73321,within an hour,1.0,1.0,1,1,4.95,22,3,59,0,-1,0,0,39,0.30416666666666664,0.3625,78,0.08974358974358974,57.0,6.571428571428571,1,125.0
828,rental_unit,Entire home/apt,7,1.5,2.0,5.0,37.99220673822704,23.7319422912737,within an hour,1.0,1.0,0,1,4.9,10,1,1125,1,-1,0,0,67,0.34375,0.18833333333333332,65,0.03076923076923077,53.5,3.0,1,285.0
829,rental_unit,Entire home/apt,2,1.0,1.0,1.0,37.97744230000001,23.7253271,within an hour,1.0,1.0,1,1,5.0,29,1,365,1,21,0,0,27,0.14598214285714287,0.04629629629629629,88,0.2159090909090909,100.73684210526316,7.526315789473684,1,120.0
830,rental_unit,Entire home/apt,2,1.0,1.0,2.0,37.96838,23.74369,,,0.67,0,1,5.0,3,2,60,0,3,0,0,29,0.43624999999999997,,85,0.0,,,1,130.0
831,rental_unit,Entire home/apt,4,1.0,2.0,3.0,37.9727494,23.7117826,within an hour,1.0,1.0,1,0,,0,4,365,1,5,0,0,40,0.0,,85,0.0,,,1,170.0
