level,timestamp,model,prediction,real
INFO,2026-01-13 22:13:41,advanced,83.7500,75.0
INFO,2026-01-13 22:13:41,base,68.4312,90.0
INFO,2026-01-13 22:13:41,base,75.1261,65.0
INFO,2026-01-13 22:13:41,base,178.1514,115.0
INFO,2026-01-13 22:13:41,base,181.7153,205.0
INFO,2026-01-13 22:13:41,base,236.1512,200.0
INFO,2026-01-13 22:13:41,advanced,150.8500,205.0
INFO,2026-01-13 22:13:41,base,194.6596,150.0
INFO,2026-01-13 22:13:41,base,241.8832,300.0
INFO,2026-01-13 22:13:41,advanced,247.6500,230.0
INFO,2026-01-13 22:13:41,advanced,78.0000,55.0
INFO,2026-01-13 22:13:41,base,301.8422,445.0
INFO,2026-01-13 22:13:41,base,174.5525,270.0
INFO,2026-01-13 22:13:41,advanced,128.3000,80.0
INFO,2026-01-13 22:13:41,advanced,180.5000,140.0
INFO,2026-01-13 22:13:41,advanced,72.1000,65.0
INFO,2026-01-13 22:13:41,base,177.1418,115.0
INFO,2026-01-13 22:13:41,advanced,139.5500,135.0
INFO,2026-01-13 22:13:41,advanced,167.3500,165.0
INFO,2026-01-13 22:13:41,base,100.0083,80.0
INFO,2026-01-13 22:13:41,base,47.9534,110.0
INFO,2026-01-13 22:13:41,base,171.8953,250.0
INFO,2026-01-13 22:13:41,advanced,142.8000,255.0
INFO,2026-01-13 22:13:41,advanced,252.3000,190.0
INFO,2026-01-13 22:13:41,advanced,68.1500,60.0
INFO,2026-01-13 22:13:41,base,182.9986,115.0
INFO,2026-01-13 22:13:41,base,90.6692,95.0
INFO,2026-01-13 22:13:41,base,70.6605,50.0
INFO,2026-01-13 22:13:41,base,190.3238,125.0
INFO,2026-01-13 22:13:41,advanced,249.2500,220.0
INFO,2026-01-13 22:13:41,base,192.8493,255.0
INFO,2026-01-13 22:13:41,advanced,123.0500,120.0
INFO,2026-01-13 22:13:41,base,165.1491,200.0
INFO,2026-01-13 22:13:41,base,463.0686,375.0
INFO,2026-01-13 22:13:41,base,81.6774,70.0
INFO,2026-01-13 22:13:41,advanced,37.6000,40.0
INFO,2026-01-13 22:13:41,base,234.4265,195.0
INFO,2026-01-13 22:13:41,base,103.0634,75.0
